episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,loss,reward
1908,710400,576000,0.200000, 2.250000, 0.482574, 0.000000, 26,8, 0.0008531484054401517,0.9114796459399551
1909,710400,576000,0.166667, 2.766667, 0.474934, 0.016667, 26,8, 0.0027890228666365147,0.9114796459399551
1910,710400,844800,0.000000, 2.500000, 0.234070, 0.055556, 26,24, 0.00167841708753258,0.9006221250190428
1911,710400,844800,0.000000, 2.516667, 0.466321, 0.016667, 26,24, 0.0013215038925409317,0.9006221250190428
1912,710400,844800,0.166667, 1.728571, 0.481283, 0.016667, 26,24, 0.0019821105524897575,0.9006221250190428
1913,710400,844800,0.250000, 1.600000, 0.493151, 0.011111, 26,24, 0.0014530280604958534,0.9006221250190428
1914,710400,844800,0.200000, 2.100000, 0.485175, 0.016667, 26,24, 0.0010059617925435305,0.9006221250190428
1915,710400,844800,1.400000, 2.666667, 0.468750, 0.016667, 26,24, 0.0017535090446472168,0.9006221250190428
1916,710400,576000,0.833333, 2.250000, 0.450000, 0.016667, 26,0, 0.001131463679485023,0.9114796459399551
1917,710400,576000,0.750000, 1.000000, 0.454545, 0.011111, 26,0, 0.0013857268495485187,0.9114796459399551
1918,710400,576000,0.000000, 2.950000, 0.452261, 0.011111, 26,0, 0.0017840942600741982,0.9114796459399551
1919,710400,672000,0.000000, 2.495238, 0.454545, 0.005556, 26,16, 0.001777027384378016,0.9083000860773256
1920,710400,576000,0.000000, 2.600000, 0.460358, 0.011111, 26,8, 0.001909456099383533,0.9114796459399551
1921,710400,576000,0.200000, 2.916667, 0.461538, 0.016667, 26,8, 0.0022523885127156973,0.9114796459399551
1922,710400,576000,0.250000, 1.233333, 0.456853, 0.016667, 26,8, 0.0017859728541225195,0.9114796459399551
1923,710400,576000,0.166667, 2.233333, 0.412844, 0.016667, 26,0, 0.0015940980520099401,0.9114796459399551
1924,940800,576000,0.500000, 3.433333, 0.310881, 0.044444, 26,1, 0.0017225095070898533,0.8867226650575445
1925,1804800,576000,0.400000, 2.833333, 0.460358, 0.022222, 26,13, 0.0019746040925383568,0.5593095131927465
1926,710400,576000,0.000000, 1.933333, 0.116580, 0.050000, 26,0, 0.0015188946854323149,0.9114796459399551
1927,710400,672000,0.250000, 1.500000, 0.500000, 0.016667, 26,16, 0.0012672410812228918,0.9083000860773256
1928,710400,844800,0.000000, 1.383333, 0.472441, 0.011111, 26,24, 0.003005495760589838,0.9006221250190428
1929,710400,844800,0.000000, 2.400000, 0.486486, 0.016667, 26,24, 0.0013401557225733995,0.9006221250190428
1930,710400,844800,0.400000, 2.250000, 0.319716, 0.050000, 26,24, 0.0017788142431527376,0.9006221250190428
1931,710400,844800,0.000000, 1.000000, 0.480000, 0.005556, 26,24, 0.001957833766937256,0.9006221250190428
1932,710400,844800,0.450000, 1.500000, 0.493151, 0.016667, 26,24, 0.002214321168139577,0.9006221250190428
1933,710400,844800,0.200000, 2.200000, 0.276074, 0.016667, 26,24, 0.0023579043336212635,0.9006221250190428
1934,1804800,576000,0.200000, 2.400000, 0.476190, 0.011111, 26,5, 0.0026713123079389334,0.5593095131927465
1935,710400,844800,0.166667, 2.280952, 0.487805, 0.022222, 26,24, 0.0019346863264217973,0.9006221250190428
1936,710400,844800,0.583333, 1.833333, 0.208092, 0.016667, 26,24, 0.0023832356091588736,0.9006221250190428
